id,type,tags,lat,lon,nds,members,changeset,timestamp,uid,user,version
332227820,node,"{wheelchair=limited, toilets:wheelchair=yes, addr:housenumber=6, phone=030 4664581700, amenity=police, addr:country=DE, name=Direktion 5, addr:street=Golßener Straße, addr:postcode=10965, addr:city=Berlin}",52.4844543,13.4006405,[],[],42263121,2016-09-19 08:14:02.000,290680,wheelmap_visitor,8
261964988,node,"{amenity=police, name=Bundeskriminalamt Sicherungsgruppe Berlin, created_by=Potlatch 0.8c}",52.4910067,13.4544840,[],[],30462719,2015-04-24 20:49:59.000,2547662,johnny_1982,4
261965140,node,"{amenity=police, name=Gemeinsames Terrorismusabwehrzentrum, created_by=Potlatch 0.8c}",52.4927836,13.4545527,[],[],2249285,2009-08-24 20:37:59.000,115651,Rego_Loos,2
988558167,node,"{wheelchair=yes, addr:suburb=Moabit, addr:housenumber=145, amenity=police, addr:country=DE, name=Abschnitt 34, addr:street=Alt-Moabit, addr:postcode=10557, addr:city=Berlin}",52.5220276,13.3659377,[],[],27210103,2014-12-03 22:20:19.000,42705,MorbZ,6
262239555,node,"{note=Wasserschutzpolizei, seamark:building:function=water-police_station, amenity=police, name=Wasserschutzpolizei Wache 4, description=WSP Ost; Baumschulenstr. 1; 12437 Berlin / Tel.: (030) 4664-983360, waterway:sign=river_police, seamark:type=building, seamark:information=Wasserschutzpolizei Wache 4}",52.4712681,13.4957713,[],[],22090661,2014-05-02 17:55:51.000,597190,Krille von Stralau,2
344464723,node,"{wheelchair=no, amenity=police, name=Polizeidirektion 1 - Abschnitt 15}",52.5409254,13.4067095,[],[],16452398,2013-06-07 09:42:24.000,290680,wheelmap_visitor,5
1288824514,node,"{wheelchair=limited, addr:suburb=Friedrichshain, level=0, amenity=police, addr:country=DE, name=Bundespolizei, addr:postcode=10243, addr:city=Berlin}",52.5094753,13.4353317,[],[],41561227,2016-08-19 17:30:57.000,1173879,setti,12
509897018,node,"{amenity=police, name=Bundespolizei}",52.5093037,13.4974242,[],[],40736047,2016-07-14 10:39:44.000,4258249,ekutscharski,4
432447117,node,"{wheelchair=yes, name:de=Polizeipräsidium Berlin, amenity=police, name=Polizeipräsidium Berlin, name:en=Berlin Police Presidium}",52.4829470,13.3870044,[],[],16452398,2013-06-07 09:53:45.000,290680,wheelmap_visitor,4
3230826578,node,"{wheelchair=yes, addr:suburb=Friedrichshain, addr:housenumber=10, amenity=police, addr:country=DE, name=Polizei Berlin Abschnitt 51, addr:street=Wedekindstraße, addr:postcode=10243, contact:website=https://www.berlin.de/polizei/dienststellen/polizei-in-den-bezirken/direktion-5/abschnitt-51/, addr:city=Berlin}",52.5122072,13.4445880,[],[],54301448,2017-12-03 16:03:43.000,136126,khanku,5
415980648,node,"{amenity=police, name=Wasserschutzpolizei West}",52.5640711,13.2249803,[],[],7216832,2011-02-07 14:45:44.000,26998,hejebe,2
298495062,node,"{wheelchair=yes, addr:suburb=Mitte, addr:housenumber=175, contact:phone=+49 30 4664331700, amenity=police, addr:country=DE, name=Polizeidirektion 3 - Abschnitt 31, addr:street=Brunnenstraße, addr:postcode=10119, contact:website=http://www.berlin.de/polizei/bezirk/dir3/a31.html, addr:city=Berlin}",52.5323989,13.3987395,[],[],42560570,2016-10-01 10:29:35.000,2584726,Ива́н Васи́льевич,12
659031944,node,"{wheelchair=limited, addr:suburb=Prenzlauer Berg, website=http://www.berlin.de/polizei/bezirk/dir1/a16.html, addr:housenumber=101, amenity=police, addr:country=DE, name=Polizei Berlin Abschnitt 16, addr:street=Storkower Straße, addr:postcode=10407, addr:city=Berlin}",52.5379765,13.4523417,[],[],35722472,2015-12-03 09:41:00.000,1767597,SvenjaOMS,8
530786748,node,"{amenity=police, name=Bundespolizei}",52.5085216,13.3336775,[],[],59282086,2018-05-25 20:53:46.000,361652,erde23,7
2082331580,node,{amenity=police},52.5545306,13.2928029,[],[],14402108,2012-12-25 15:49:49.000,220190,enver,1
1232013624,node,"{wheelchair=yes, addr:suburb=Köpenick, addr:housenumber=8, amenity=police, addr:country=DE, name=Polizeidirektion 6, Abschnitt 66, addr:street=Karlstraße, addr:postcode=12557, addr:city=Berlin}",52.4423960,13.5796589,[],[],14844612,2013-01-30 09:01:08.000,66391,geozeisig,5
